Season,Player,team,Minutes,Pos,Offensive Archetype,WAR,LEBRON,O-LEBRON,D-LEBRON,year,Defensive Role,NBA ID,bref_id,Games,Age
2014-15,garrett temple,WAS,735.433333333333,SG,Stationary Shooter,0.8282527743712153,-0.6044100463404767,-1.352929527799829,0.7485194814593523,2015,Chaser,202066.0,templga01,52.0,28.0
2014-15,gary harris,DEN,718.833333333333,SG,Off Screen Shooter,-0.4265342309013072,-3.148805443382132,-2.4120323734897786,-0.7367730698923536,2015,Chaser,203914.0,harriga01,55.0,20.0
2014-15,gary neal,2TM,1192.23333333333,SG,Off Screen Shooter,0.3181078791619279,-1.8629775202847072,-0.4891140230085901,-1.373863497276117,2015,Chaser,202390.0,,54.0,30.0
2014-15,george hill,IND,1267.13333333333,PG,Primary Ball Handler,4.657805924650872,3.147526954589247,2.912850354564578,0.2346766000246685,2015,Point of Attack,201588.0,,43.0,28.0
2014-15,gerald green,PHO,1446.11666666667,SG,Shot Creator,0.822856119183582,-1.4183940861186484,0.5564774790218878,-1.974871565140536,2015,Chaser,101123.0,,74.0,29.0
2014-15,gerald henderson,CHO,2315.01666666667,SG,Shot Creator,2.7762154900854714,-0.4981100028438649,-0.891873987089716,0.3937639842458511,2015,Chaser,201945.0,,80.0,27.0
2014-15,gerald wallace,BOS,286.066666666667,SF,Post Scorer,0.1118257883064539,-1.6800743395277855,-2.288919068631589,0.6088447291038029,2015,Helper,2222.0,,32.0,32.0
2014-15,giannis antetokounmpo,MIL,2540.75,SG,Shot Creator,4.973807817376187,0.6051254480472454,-1.1195098691504584,1.7246353171977038,2015,Helper,203507.0,antetgi01,80.0,20.0
2014-15,gigi datome,2TM,209.2,SF,Off Screen Shooter,0.1689012299247683,-1.069467672440626,-0.8479935794660275,-0.2214740929745982,2015,Low Activity,203540.0,,21.0,27.0
2014-15,glen davis,LAC,904.0,PF,Post Scorer,0.3374170785009504,-1.7060720501395612,-2.466327290338413,0.7602552401988516,2015,Mobile Big,201175.0,,74.0,29.0
2014-15,glen rice,WAS,42.5833333333333,SG,Low Minute,0.0436927919972766,-0.7503333162799088,-0.4376955944951503,-0.3126377217847585,2015,Wing Stopper,203318.0,,5.0,24.0
2014-15,glenn robinson iii,2TM,260.75,SG,Athletic Finisher,0.3364430531595173,-0.3655834578361875,-0.0056577173737939,-0.3599257404623935,2015,Low Activity,203922.0,,35.0,21.0
2014-15,goran dragic,2TM,2640.05,PG,Slasher,5.440741394439724,0.7555346189248416,1.5005101076274965,-0.7449754887026546,2015,Chaser,201609.0,,78.0,28.0
2014-15,gordon hayward,UTA,2617.51666666667,SF,Primary Ball Handler,8.88022264545826,2.7200815088702,2.10782891115286,0.6122525977173404,2015,Wing Stopper,202330.0,,76.0,24.0
2014-15,gorgui dieng,MIN,2193.11666666667,C,Post Scorer,2.907639979256461,-0.3139202151696831,-1.6897586321270934,1.3758384169574105,2015,Anchor Big,203476.0,,72.0,25.0
2014-15,grant jerrett,2TM,50.9166666666667,PF,Low Minute,0.0569210298959905,-0.6164766259899879,-0.1169276381209475,-0.4995489878690404,2015,Helper,203511.0,,8.0,21.0
2014-15,greg monroe,DET,2137.25,PF,Post Scorer,5.942068577729539,1.809455199450329,0.8257862824880634,0.9836689169622654,2015,Mobile Big,202328.0,,69.0,24.0
2014-15,greg smith,DAL,362.716666666667,PF,Athletic Finisher,0.0602674291383591,-2.011739713470509,-2.4728361636855314,0.4610964502150224,2015,Anchor Big,202962.0,,42.0,24.0
2014-15,greg stiemsma,TOR,65.5833333333333,C,Low Minute,0.0332201052655815,-1.5100875789457022,-0.98194987671176,-0.5281377022339426,2015,Helper,201880.0,,17.0,29.0
2014-15,greivis vasquez,TOR,1990.53333333333,PG,Primary Ball Handler,1.4943227300607422,-1.1522846949588923,0.3550816621008633,-1.507366357059756,2015,Point of Attack,202349.0,,82.0,28.0
2014-15,harrison barnes,GSW,2318.23333333333,SF,Shot Creator,4.587793167521074,0.6362794868979199,-0.2088928593605251,0.845172346258445,2015,Helper,203084.0,barneha02,82.0,22.0
2014-15,hassan whiteside,MIA,1142.38333333333,C,Post Scorer,4.410296058630778,3.428961987735231,0.6132887056972348,2.8156732820379964,2015,Anchor Big,202355.0,,47.0,25.0
2014-15,hedo turkoglu,LAC,704.483333333333,SF,Movement Shooter,0.0050622548354404,-2.247469494170455,-1.9059026457191293,-0.3415668484513257,2015,Helper,2045.0,,62.0,35.0
2014-15,henry sims,PHI,1398.71666666667,C,Post Scorer,-0.7699721316640812,-3.0837846499624773,-2.470038987828392,-0.6137456621340848,2015,Anchor Big,203156.0,,73.0,24.0
2014-15,henry walker,MIA,627.566666666667,SF,Stationary Shooter,0.404549773078084,-1.3075485081051317,-1.0261700878412292,-0.2813784202639023,2015,Helper,201611.0,,24.0,27.0
2014-15,hollis thompson,PHI,1775.85,SG,Movement Shooter,-0.7811253111319761,-2.9165685629892013,-2.280963064949176,-0.6356054980400246,2015,Chaser,203138.0,,71.0,23.0
2014-15,ian clark,2TM,192.183333333333,SG,Movement Shooter,0.0918016823118419,-1.552472249887957,-0.7149119441141782,-0.8375603057737788,2015,Chaser,203546.0,,30.0,23.0
2014-15,ian mahinmi,IND,1145.81666666667,C,Post Scorer,2.0470992215960413,0.3561875463853314,-2.22931182613231,2.5854993725176416,2015,Anchor Big,101133.0,,61.0,28.0
2014-15,iman shumpert,2TM,1544.56666666667,SG,Shot Creator,1.012472014290725,-1.2916223258052226,-0.8353750102781827,-0.4562473155270399,2015,Wing Stopper,202697.0,,62.0,24.0
2014-15,isaiah canaan,2TM,938.0,PG,Shot Creator,0.7226575204589859,-1.1234656672328345,0.2547134698544432,-1.3781791370872778,2015,Point of Attack,203477.0,,46.0,23.0
2014-15,isaiah thomas,2TM,1725.96666666667,PG,Shot Creator,5.038080432483207,2.0144223588021464,3.575837193514689,-1.5614148347125432,2015,Point of Attack,202738.0,,67.0,25.0
2014-15,ish smith,2TM,831.4,PG,Shot Creator,0.6627334725826007,-1.0844288002788565,-0.3946263928491019,-0.6898024074297546,2015,Point of Attack,202397.0,,55.0,26.0
2014-15,j.j. barea,DAL,1361.55,PG,Primary Ball Handler,2.568718664538918,0.5017501081913227,1.6642250181146692,-1.1624749099233465,2015,Point of Attack,200826.0,,77.0,30.0
2014-15,jj hickson,DEN,1411.36666666667,C,Post Scorer,-0.00264587717905,-2.260936262772316,-1.8162691049845403,-0.4446671577877754,2015,Anchor Big,201581.0,,73.0,26.0
2014-15,jj redick,LAC,2409.01666666667,SG,Off Screen Shooter,4.218188311605421,0.3044205212615249,1.6744855156384224,-1.3700649943768974,2015,Chaser,200755.0,,78.0,30.0
2014-15,jr smith,2TM,2079.45,SG,Shot Creator,2.9879003559354245,-0.1523832516785437,0.6068005402877481,-0.7591837919662918,2015,Chaser,2747.0,,70.0,29.0
2014-15,jakarr sampson,PHI,1131.03333333333,SF,Movement Shooter,0.1106760808398986,-2.11289685538541,-1.680008631106945,-0.4328882242784654,2015,Chaser,203960.0,,74.0,21.0
2014-15,jamychal green,2TM,163.9,PF,Post Scorer,0.1104655326244318,-1.264567034103136,-0.9935620374602688,-0.2710049966428668,2015,Helper,203210.0,,24.0,24.0
2014-15,javale mcgee,2TM,256.066666666667,C,Post Scorer,0.2851050362761523,-0.6230652452312603,-1.0850938127124825,0.462028567481222,2015,Helper,201580.0,,23.0,27.0
2014-15,jabari brown,LAL,568.35,SG,Off Screen Shooter,0.0199349082522857,-2.206038940971097,-0.3495935670492879,-1.8564453739218096,2015,Chaser,203913.0,,19.0,22.0
2014-15,jabari parker,MIL,738.516666666667,PF,Shot Creator,0.439077910145764,-1.380956937859092,-0.8770878690906813,-0.5038690687684105,2015,Helper,203953.0,,25.0,19.0
2014-15,jack cooley,UTA,87.15,C,Low Minute,0.1077393941589106,-0.4442121864792461,-0.5279243151895048,0.0837121287102587,2015,Helper,204022.0,,16.0,23.0
2014-15,jae crowder,2TM,1646.58333333333,SF,Movement Shooter,3.66052936527209,0.9922519909287364,0.98044004365964,0.0118119472690965,2015,Helper,203109.0,,82.0,24.0
2014-15,jamaal franklin,DEN,13.1666666666667,SG,Low Minute,0.0147472810299655,-0.6133870165603748,-0.2906155471997375,-0.3227714693606372,2015,Chaser,203479.0,,3.0,23.0
2014-15,jamal crawford,LAC,1703.0,SG,Shot Creator,1.7956673382433912,-0.7090008350167969,1.6418336085445613,-2.3508344435613577,2015,Chaser,2037.0,,64.0,34.0
2014-15,jameer nelson,3TM,1406.05,PG,Shot Creator,2.249284491845175,0.0844110366148847,0.8714737362700223,-0.7870626996551373,2015,Point of Attack,2749.0,,63.0,32.0
2014-15,james ennis iii,MIA,1051.4,SF,Stationary Shooter,0.6654091438139199,-1.324766862748834,-0.6866903452142786,-0.6380765175345555,2015,Chaser,203516.0,,62.0,24.0
2014-15,james harden,HOU,2981.06666666667,SG,Shot Creator,14.829532557358933,5.184041954217547,5.575461730980873,-0.3914197767633261,2015,Chaser,201935.0,hardeja01,80.0,25.0
2014-15,james johnson,TOR,1369.95,PF,Shot Creator,3.527337198816975,1.507139033388203,0.5244289708563775,0.9827100625318256,2015,Helper,201949.0,,70.0,27.0
2014-15,james jones,CLE,669.3,SF,Stationary Shooter,0.6369405408794927,-0.8588215303521313,0.0803822911832085,-0.93920382153534,2015,Low Activity,2592.0,,56.0,34.0
2014-15,james michael mcadoo,GSW,137.133333333333,PF,Roll + Cut Big,0.0668917942029394,-1.537620785447428,-0.9095574438659046,-0.6280633415815233,2015,Helper,203949.0,,15.0,22.0
2014-15,james young,BOS,332.05,SG,Stationary Shooter,0.2336172002690892,-1.2212690448608634,-0.2372041714102823,-0.9840648734505812,2015,Low Activity,203923.0,,31.0,19.0
2014-15,jannero pargo,CHO,73.1833333333333,PG,Low Minute,0.1176648426947832,0.0961754945983356,-0.0079090489070478,0.1040845435053836,2015,Chaser,2457.0,,9.0,35.0
2014-15,jared cunningham,LAC,88.9333333333333,SG,Low Minute,0.0267866004856963,-1.81224906621503,-0.9106522149881144,-0.9015968512269158,2015,Point of Attack,203099.0,,19.0,23.0
2014-15,jared dudley,MIL,1716.65,SG,Stationary Shooter,2.179376964689349,-0.3957555621571761,-0.8727691337077977,0.4770135715506216,2015,Helper,201162.0,,71.0,29.0
2014-15,jared sullinger,BOS,1566.3,PF,Post Scorer,2.068126211981601,-0.3217945493792065,-0.1009578405772972,-0.2208367088019092,2015,Anchor Big,203096.0,,58.0,22.0
2014-15,jarnell stokes,MEM,126.116666666667,PF,Post Scorer,0.1342869174651532,-0.693891519576934,-0.7362682266955184,0.0423767071185845,2015,Mobile Big,203950.0,,19.0,21.0
2014-15,jarrett jack,BRK,2240.86666666667,PG,Slasher,-1.118773883063848,-3.0062651766826063,-0.7625699602009108,-2.243695216481695,2015,Point of Attack,101127.0,,80.0,31.0
2014-15,jason maxiell,CHO,877.9,PF,Roll + Cut Big,0.0574620074344393,-2.160947074215064,-2.584964459432719,0.4240173852176549,2015,Anchor Big,101131.0,,61.0,31.0
2014-15,jason richardson,PHI,416.466666666667,SG,Movement Shooter,0.57395347089073,-0.2377799272697557,0.428772434076255,-0.6665523613460106,2015,Chaser,2202.0,,19.0,34.0
2014-15,jason smith,NYK,1785.0,C,Post Scorer,-1.3581097673042988,-3.403841470895152,-2.0473538118660493,-1.356487659029103,2015,Mobile Big,201160.0,,81.0,28.0
2014-15,jason terry,HOU,1641.35,SG,Primary Ball Handler,1.356612713108967,-1.0414803297345403,-0.3621311093293799,-0.6793492204051604,2015,Point of Attack,1891.0,,76.0,37.0
2014-15,jason thompson,SAC,1991.11666666667,PF,Post Scorer,1.1347201185898883,-1.417102689047009,-2.142280852214782,0.7251781631677725,2015,Helper,201574.0,,81.0,28.0
2014-15,jeff adrien,MIN,215.3,PF,Post Scorer,0.3265463509542515,-0.0362969967194299,-0.6193269607040272,0.5830299639845974,2015,Helper,202399.0,,17.0,28.0
2014-15,jeff ayres,SAS,382.716666666667,PF,Roll + Cut Big,0.2530005253966164,-1.2834806417548963,-1.320383058870242,0.0369024171153455,2015,Helper,201965.0,,51.0,27.0
2014-15,jeff green,2TM,2454.81666666667,SF,Movement Shooter,1.840533901529102,-1.153674669057038,-0.4648245212031169,-0.6888501478539213,2015,Helper,201145.0,greenje02,78.0,28.0
2014-15,jeff teague,ATL,2228.03333333333,PG,Shot Creator,7.414956553169475,2.623233247180771,2.2034136130489204,0.4198196341318511,2015,Point of Attack,201952.0,,73.0,26.0
2014-15,jeff withey,NOP,258.583333333333,C,Roll + Cut Big,0.4093424331685915,0.0601289668304807,-0.3253786773078921,0.3855076441383733,2015,Anchor Big,203481.0,,37.0,24.0
2014-15,jeffery taylor,CHO,430.383333333333,SF,Movement Shooter,-0.0251914061363582,-2.345229014132019,-2.0704514374140444,-0.2747775767179748,2015,Chaser,203106.0,,29.0,25.0
2014-15,jerami grant,PHI,1376.56666666667,SF,Shot Creator,0.0253627707366931,-2.2307697520235115,-2.116937513398889,-0.1138322386246223,2015,Helper,203924.0,grantje01,65.0,20.0
2014-15,jerel mcneal,PHO,36.3333333333333,PG,Low Minute,0.041018319400061,-0.6004283940341381,-0.5614913209591302,-0.0389370730750077,2015,Point of Attack,202077.0,,6.0,27.0
2014-15,jeremy evans,UTA,265.8,SF,Roll + Cut Big,0.5287822926774686,0.6514215846955516,0.0351879826661069,0.6162336020294445,2015,Helper,202379.0,,38.0,27.0
2014-15,jeremy lamb,OKC,632.633333333333,SG,Secondary Ball Handler,0.6725217192630385,-0.6964150948872374,0.394089199251278,-1.0905042941385157,2015,Chaser,203087.0,,47.0,22.0
2014-15,jeremy lin,LAL,1906.66666666667,PG,Shot Creator,2.584077258943412,-0.271035335956854,0.2591418724656769,-0.530177208422531,2015,Point of Attack,202391.0,,74.0,26.0
2014-15,jerome jordan,BRK,382.95,C,Roll + Cut Big,0.3556138372259167,-0.8924267692804846,-0.831765551580592,-0.0606612176998926,2015,Mobile Big,202366.0,,44.0,28.0
2014-15,jerrelle benimon,UTA,2.71666666666667,PF,Low Minute,0.0032665143217002,-0.4934850140220202,-0.1324266858715966,-0.3610583281504235,2015,Helper,203968.0,,2.0,23.0
2014-15,jerryd bayless,MIL,1717.2,PG,Shot Creator,1.1179336989213098,-1.298190205997189,-0.5433610773016045,-0.7548291286955845,2015,Point of Attack,201573.0,,76.0,26.0
2014-15,jimmer fredette,NOP,508.85,PG,Slasher,0.299659401338269,-1.3892333907944785,0.1301446463471716,-1.51937803714165,2015,Point of Attack,202690.0,,49.0,25.0
2014-15,jimmy butler iii,CHI,2513.61666666667,SG,Shot Creator,8.444218971280142,2.670235174979836,2.187215418410752,0.4830197565690835,2015,Wing Stopper,202710.0,butleji01,65.0,25.0
2014-15,joakim noah,CHI,2048.6,C,Roll + Cut Big,5.996330175188207,2.026332123666682,-0.1634064939384443,2.189738617605126,2015,Anchor Big,201149.0,,67.0,29.0
2014-15,jodie meeks,DET,1462.3,SG,Off Screen Shooter,0.788680083076572,-1.461922862550232,-0.0663348462576371,-1.395588016292595,2015,Chaser,201975.0,,60.0,27.0
2014-15,joe harris,CLE,492.9,SG,Movement Shooter,-0.3927463383632641,-3.458847090586681,-2.2351986071786274,-1.223648483408053,2015,Chaser,203925.0,,51.0,23.0
2014-15,joe ingles,UTA,1672.48333333333,SF,Secondary Ball Handler,1.3114416698574678,-1.1034312582456742,-1.4800853972941994,0.3766541390485249,2015,Chaser,204060.0,inglejo01,79.0,27.0
2014-15,joe johnson,BRK,2791.01666666667,SG,Shot Creator,4.530129532261117,0.1184257970515889,0.6440716670393165,-0.5256458699877274,2015,Helper,2207.0,,80.0,33.0
2014-15,joel anthony,DET,406.366666666667,C,Roll + Cut Big,0.7412029120245337,0.4105894590217107,-2.492281654667768,2.902871113689479,2015,Mobile Big,201202.0,,48.0,32.0
2014-15,joel freeland,POR,616.583333333333,C,Post Scorer,0.5078293793774872,-1.0457229966457895,-2.159459794650751,1.1137367980049608,2015,Anchor Big,200777.0,,48.0,27.0
2014-15,joey dorsey,HOU,854.416666666667,PF,Post Scorer,1.2655209853179503,-0.0879918604527238,-1.345004315865589,1.2570124554128657,2015,Helper,201595.0,,68.0,31.0
2014-15,joffrey lauvergne,DEN,267.916666666667,C,Post Scorer,0.2391665614558329,-0.9448573026798016,-0.9279370485324564,-0.0169202541473453,2015,Helper,203530.0,,24.0,23.0
2014-15,john henson,MIL,1228.48333333333,C,Post Scorer,1.906773957022982,0.0152237536586918,-1.485407126125577,1.5006308797842691,2015,Mobile Big,203089.0,,66.0,24.0
2014-15,john jenkins,ATL,297.133333333333,SG,Off Screen Shooter,0.1506479735312615,-1.5093946305990107,-0.4309116088281107,-1.0784830217709,2015,Low Activity,203098.0,,24.0,23.0
2014-15,john lucas iii,DET,271.683333333333,PG,Primary Ball Handler,0.1426436881643104,-1.4829200261403046,-0.6875643017958049,-0.7953557243444999,2015,Point of Attack,101249.0,,21.0,32.0
2014-15,john salmons,NOP,269.65,SF,Stationary Shooter,0.062959556882529,-1.9121943994303925,-1.429819747427402,-0.48237465200299,2015,Chaser,2422.0,,21.0,35.0
2014-15,john wall,WAS,2836.71666666667,PG,Shot Creator,10.6723479056069,3.27880228802593,2.339341431353045,0.939460856672884,2015,Point of Attack,202322.0,,79.0,24.0
2014-15,johnny o'bryant iii,MIL,367.6,PF,Athletic Finisher,-0.4728863002821873,-4.217348782396303,-3.3614712508080857,-0.8558775315882176,2015,Helper,203948.0,,33.0,21.0
2014-15,jon leuer,MEM,823.916666666667,PF,Athletic Finisher,0.6646322415780489,-1.0704805524874028,-1.2406077103984163,0.1701271579110135,2015,Helper,202720.0,,63.0,25.0
2014-15,jonas jerebko,2TM,1230.01666666667,PF,Stationary Shooter,2.545359738979589,0.767957562392275,0.0837581208541757,0.6841994415380992,2015,Helper,201973.0,,75.0,27.0
2014-15,jonas valančiūnas,TOR,2096.13333333333,C,Post Scorer,2.898712213158517,-0.2308925614955956,-0.7622684453211638,0.5313758838255682,2015,Anchor Big,202685.0,valanjo01,80.0,22.0
2014-15,jordan adams,MEM,248.316666666667,SG,Off Screen Shooter,0.2218673230960267,-0.9436964145080442,-0.762710342810321,-0.1809860716977231,2015,Chaser,203919.0,,30.0,20.0
2014-15,jordan clarkson,LAL,1475.83333333333,PG,Shot Creator,2.305759143000297,0.0300655639614785,0.9527038494875976,-0.9226382855261184,2015,Point of Attack,203903.0,clarkjo01,59.0,22.0
2014-15,jordan farmar,LAC,529.2,PG,Primary Ball Handler,0.0386355874295265,-2.149741042483022,-0.9008092682957636,-1.2489317741872583,2015,Point of Attack,200770.0,,36.0,28.0
2014-15,jordan hamilton,LAC,122.033333333333,SF,Off Screen Shooter,-0.0626038626335661,-3.027052932671655,-1.877926789832614,-1.149126142839041,2015,Chaser,202706.0,,14.0,24.0
2014-15,jordan hill,LAL,1874.36666666667,C,Post Scorer,0.5054028330473818,-1.858811600611333,-1.332808948231628,-0.5260026523797049,2015,Helper,201941.0,,70.0,27.0
2014-15,jorge gutierrez,2TM,174.366666666667,PG,Athletic Finisher,0.1516568339248631,-0.9783352395752608,-0.8241736481298494,-0.1541615914454111,2015,Point of Attack,203268.0,,20.0,26.0
2014-15,jose calderon,NYK,1270.3,PG,Primary Ball Handler,0.2304523567917326,-1.9891636484775788,-0.7361518970300792,-1.2530117514474997,2015,Point of Attack,101181.0,,41.0,33.0
2014-15,josh mcroberts,MIA,295.866666666667,PF,Stretch Big,0.2799930948734745,-0.8665570674313379,-1.4248454060673428,0.5582883386360049,2015,Mobile Big,201177.0,,17.0,27.0
2014-15,josh smith,2TM,2300.56666666667,PF,Shot Creator,3.815516553853095,0.1699046797982381,-0.4298332263825065,0.5997379061807446,2015,Helper,2746.0,,83.0,29.0
2014-15,jrue holiday,NOP,1303.13333333333,PG,Shot Creator,2.995969630522033,1.1032058330870171,1.1837087156788175,-0.0805028825918006,2015,Point of Attack,201950.0,holidjr01,40.0,24.0
2014-15,julius randle,LAL,13.5666666666667,PF,Low Minute,0.0198377874893375,-0.1154850679801823,-0.1696813963837999,0.0541963284036177,2015,Mobile Big,203944.0,randlju01,1.0,20.0
2014-15,justin hamilton,2TM,712.6,C,Roll + Cut Big,0.7166624487322822,-0.7800025830189692,-0.8193123926518071,0.0393098096328379,2015,Mobile Big,203120.0,,41.0,24.0
2014-15,justin holiday,GSW,657.3,SG,Off Screen Shooter,0.3651642153096947,-1.4381377769874564,-0.4620760504866796,-0.9760617265007768,2015,Chaser,203200.0,,59.0,25.0
2014-15,jusuf nurkić,DEN,1103.33333333333,C,Post Scorer,1.9657762563397791,0.3490370933849729,-1.3718686246635776,1.7209057180485503,2015,Helper,203994.0,nurkiju01,62.0,20.0
2014-15,kj mcdaniels,2TM,1351.83333333333,SG,Movement Shooter,-0.6519301666440749,-2.980568567584234,-2.4447997850138337,-0.5357687825704016,2015,Chaser,203909.0,,62.0,21.0
2014-15,kalin lucas,MEM,5.53333333333333,PG,Low Minute,0.0065095907177761,-0.5312835023745525,-0.1365449354955006,-0.3947385668790519,2015,Wing Stopper,203564.0,,1.0,25.0
2014-15,kawhi leonard,SAS,2032.98333333333,SF,Shot Creator,9.771120452137266,4.911303907898324,2.3992690113503445,2.51203489654798,2015,Wing Stopper,202695.0,leonaka01,64.0,23.0
2014-15,kelly olynyk,BOS,1423.48333333333,C,Stretch Big,3.390941743574549,1.2247384019645708,0.16855543778791,1.056182964176661,2015,Helper,203482.0,olynyke01,64.0,23.0
2014-15,kemba walker,CHO,2118.6,PG,Slasher,6.078419988700542,1.9406033386338928,1.8220954432227945,0.1185078954110991,2015,Point of Attack,202689.0,,62.0,24.0
2014-15,kendall marshall,MIL,417.383333333333,PG,Shot Creator,0.3606865067256857,-0.9865075085716228,-0.5282846548250019,-0.4582228537466211,2015,Point of Attack,203088.0,,27.0,23.0
2014-15,kendrick perkins,2TM,1148.25,C,Post Scorer,-0.5841343653181289,-3.0205656665596594,-3.147425720928806,0.1268600543691467,2015,Anchor Big,2570.0,,68.0,30.0
2014-15,kenneth faried,DEN,2086.0,PF,Post Scorer,4.816011411227014,1.1173557376799368,0.8620752846785966,0.2552804530013405,2015,Helper,202702.0,,75.0,25.0
2014-15,kent bazemore,ATL,1323.41666666667,SG,Stationary Shooter,0.8197707690605597,-1.344466455038555,-1.7978403438958823,0.4533738888573272,2015,Chaser,203145.0,,75.0,25.0
2014-15,kentavious caldwell-pope,DET,2586.8,SG,Movement Shooter,3.9393842467884497,-0.027317627217716,0.1272977949236743,-0.1546154221413902,2015,Chaser,203484.0,caldwke01,82.0,21.0
2014-15,kenyon martin,MIL,104.05,PF,Roll + Cut Big,0.0466852792472014,-1.5950888502964302,-1.1728257156403017,-0.422263134656129,2015,Helper,2030.0,,10.0,37.0
2014-15,kevin durant,OKC,912.6,SF,Shot Creator,3.880904089342083,4.034087581171692,4.167538198744298,-0.1334506175726056,2015,Helper,201142.0,duranke01,27.0,26.0
2014-15,kevin garnett,2TM,952.483333333333,PF,Post Scorer,2.981297772658019,2.3276028851723733,-0.7392234186544695,3.066826303826843,2015,Mobile Big,708.0,,47.0,38.0
2014-15,kevin love,CLE,2531.96666666667,PF,Versatile Big,9.449044662378997,3.232658931231828,2.350067426348854,0.8825915048829731,2015,Helper,201567.0,loveke01,74.0,26.0
2014-15,kevin martin,MIN,1302.51666666667,SG,Shot Creator,0.0521137176228014,-2.198711285002917,0.0113852125695584,-2.210096497572475,2015,Chaser,2755.0,,38.0,31.0
2014-15,kevin seraphin,WAS,1234.9,C,Post Scorer,-0.3177054468351456,-2.6420772990814205,-2.6734246901320096,0.031347391050589,2015,Anchor Big,202338.0,,79.0,25.0
2014-15,khris middleton,MIL,2378.11666666667,SF,Off Screen Shooter,6.862704854326054,1.965288374835911,0.7049570561984332,1.2603313186374772,2015,Chaser,203114.0,middlkh01,78.0,23.0
2014-15,kirk hinrich,CHI,1609.96666666667,SG,Primary Ball Handler,-0.2728942702689492,-2.510747106098982,-1.848602009013668,-0.6621450970853144,2015,Point of Attack,2550.0,,66.0,34.0
2014-15,klay thompson,GSW,2454.65,SG,Off Screen Shooter,7.976070887326062,2.5055709899503986,2.6854462310523632,-0.1798752411019652,2015,Chaser,202691.0,thompkl01,77.0,24.0
2014-15,kobe bryant,LAL,1206.93333333333,SG,Shot Creator,1.9843620773620072,0.1489990380937345,1.6408791859865532,-1.4918801478928183,2015,Wing Stopper,977.0,,35.0,36.0
2014-15,kosta koufos,MEM,1348.18333333333,C,Post Scorer,2.9077613413883583,0.8954663481024183,-1.3895453179189583,2.285011666021377,2015,Anchor Big,201585.0,,81.0,25.0
2014-15,kostas papanikolaou,HOU,795.416666666667,SF,Stationary Shooter,0.0404219151731305,-2.1826658521081628,-1.432905836507634,-0.7497600156005287,2015,Low Activity,203123.0,,42.0,24.0
2014-15,kris humphries,WAS,1345.0,PF,Athletic Finisher,1.1800066679722858,-0.9672826027094612,-1.1777098989342538,0.2104272962247929,2015,Helper,2743.0,,64.0,29.0
2014-15,kyle anderson,SAS,358.05,SF,Shot Creator,0.1440078006803262,-1.663455304206491,-2.4674329902663983,0.803977686059907,2015,Low Activity,203937.0,anderky01,33.0,21.0
2014-15,kyle korver,ATL,2417.75,SG,Off Screen Shooter,5.882314707241002,1.2991547689059113,0.765411703297184,0.5337430656087273,2015,Low Activity,2594.0,,75.0,33.0
2014-15,kyle lowry,TOR,2414.51666666667,PG,Shot Creator,8.645142436570309,3.003079859943443,2.9677593098400084,0.0353205501034356,2015,Point of Attack,200768.0,lowryky01,70.0,28.0
2014-15,kyle o'quinn,ORL,823.85,PF,Roll + Cut Big,1.0241749001322438,-0.4341641485987717,-1.8175355009118643,1.3833713523130926,2015,Mobile Big,203124.0,,51.0,24.0
2014-15,kyle singler,2TM,1743.58333333333,SF,Movement Shooter,1.0518659461746045,-1.3681471337182292,-0.7057989134991467,-0.6623482202190825,2015,Wing Stopper,202713.0,,80.0,26.0
2014-15,kyrie irving,CLE,2730.03333333333,PG,Shot Creator,7.726704896715059,1.8832671362922668,3.181415949248937,-1.2981488129566705,2015,Point of Attack,202681.0,,74.0,22.0
2014-15,lamarcus aldridge,POR,2511.76666666667,PF,Post Scorer,8.883167785245865,2.9368279898927554,2.1512330033536418,0.7855949865391136,2015,Helper,200746.0,,71.0,29.0
2014-15,lance stephenson,CHO,1573.25,SG,Shot Creator,0.1075387626210793,-2.156643662778498,-2.097673150929107,-0.0589705118493919,2015,Chaser,202362.0,,61.0,24.0
2014-15,lance thomas,2TM,1490.63333333333,PF,Athletic Finisher,-2.13677783592822,-4.449067404325688,-2.970753792000163,-1.4783136123255252,2015,Wing Stopper,202498.0,,61.0,26.0
2014-15,landry fields,TOR,216.466666666667,SF,Athletic Finisher,-0.068082544828396,-2.7279443052301837,-2.215240421416917,-0.5127038838132669,2015,Wing Stopper,202361.0,,26.0,26.0
2014-15,langston galloway,NYK,1457.41666666667,PG,Primary Ball Handler,0.9019224805814132,-1.3453237665545854,-1.026494708796158,-0.3188290577584272,2015,Point of Attack,204038.0,,44.0,23.0
2014-15,larry drew ii,PHI,219.1,PG,Primary Ball Handler,0.0044145146572007,-2.228208936738738,-1.5619823705201707,-0.6662265662185678,2015,Point of Attack,203580.0,,12.0,24.0
2014-15,larry sanders,MIL,585.633333333333,C,Roll + Cut Big,1.3610296027692603,1.139725676880278,-1.2631193502881986,2.402845027168477,2015,Anchor Big,202336.0,,27.0,26.0
2014-15,lavoy allen,IND,1069.95,C,Roll + Cut Big,1.9890059262970248,0.4615160665069042,-0.3569992060374653,0.8185152725443695,2015,Anchor Big,202730.0,,63.0,25.0
2014-15,lebron james,CLE,2493.51666666667,SF,Shot Creator,12.02067600371874,4.934643763851759,4.354757935068071,0.5798858287836878,2015,Helper,2544.0,jamesle01,68.0,30.0
